Owner Name,Location,Item Code,Item Name,Stock,Unit,Receiving Date,Lot Number,Damage Flag
POST Sterirized,A6-2-22,POST-013,POST Sterirized 035,890,Pallet,19/04/2027,1235456,Good
POST Sterirized,A6-2-23,POST-041,POST Sterirized 022,891,Pallet,20/04/2027,1235457,Good
POST Sterirized,A6-2-24,POST-009,POST Sterirized 011,892,Pallet,15/12/2026,1235458,Good
POST Sterirized,A6-2-25,POST-001,POST Sterirized 003,893,Pallet,04/11/2026,1235459,Good
POST Sterirized,A6-2-26,POST-014,POST Sterirized 028,894,Pallet,16/11/2026,1235460,Good
POST Sterirized,A6-2-27,POST-014,POST Sterirized 038,895,Pallet,10/11/2026,1235461,Good
POST Sterirized,A6-2-28,POST-016,POST Sterirized 022,896,Pallet,31/03/2027,1235462,Good
POST Sterirized,A6-3-1,POST-021,POST Sterirized 039,897,Pallet,02/01/2027,1235463,Good
POST Sterirized,A6-3-2,POST-014,POST Sterirized 019,898,Pallet,03/02/2027,1235464,Good
POST Sterirized,A6-3-3,POST-028,POST Sterirized 047,899,Pallet,23/01/2027,1235465,Good
POST Sterirized,A6-3-4,POST-043,POST Sterirized 027,900,Pallet,10/02/2027,1235466,Good
POST Sterirized,A6-3-5,POST-050,POST Sterirized 026,901,Pallet,29/10/2026,1235467,Good
POST Sterirized,A6-3-6,POST-008,POST Sterirized 027,902,Pallet,09/12/2026,1235468,Good
POST Sterirized,A6-3-7,POST-001,POST Sterirized 021,903,Pallet,17/03/2027,1235469,Good
POST Sterirized,A6-3-8,POST-044,POST Sterirized 039,904,Pallet,10/03/2027,1235470,Good
POST Sterirized,A6-3-9,POST-048,POST Sterirized 030,905,Pallet,17/12/2026,1235471,Good
POST Sterirized,A6-3-10,POST-014,POST Sterirized 001,906,Pallet,09/02/2027,1235472,Good
POST Sterirized,A6-3-11,POST-047,POST Sterirized 015,907,Pallet,14/11/2026,1235473,Good
POST Sterirized,A6-3-12,POST-003,POST Sterirized 011,908,Pallet,04/02/2027,1235474,Good
POST Sterirized,A6-3-13,POST-017,POST Sterirized 044,909,Pallet,27/11/2026,1235475,Good
POST Sterirized,A6-3-14,POST-040,POST Sterirized 001,910,Pallet,04/11/2026,1235476,Good
POST Sterirized,A6-3-15,POST-014,POST Sterirized 029,911,Pallet,15/04/2027,1235477,Good
POST Sterirized,A6-3-16,POST-038,POST Sterirized 039,912,Pallet,25/01/2027,1235478,Good
POST Sterirized,A6-3-17,POST-007,POST Sterirized 012,913,Pallet,01/04/2027,1235479,Good
POST Sterirized,A6-3-18,POST-018,POST Sterirized 006,914,Pallet,02/03/2027,1235480,Good
POST Sterirized,A6-3-19,POST-025,POST Sterirized 018,915,Pallet,21/12/2026,1235481,Good
POST Sterirized,A6-3-20,POST-035,POST Sterirized 012,916,Pallet,27/03/2027,1235482,Good
POST Sterirized,A6-3-21,POST-014,POST Sterirized 039,917,Pallet,13/04/2027,1235483,Good
POST Sterirized,A6-3-22,POST-007,POST Sterirized 035,918,Pallet,09/04/2027,1235484,Good
POST Sterirized,A6-3-23,POST-022,POST Sterirized 036,919,Pallet,20/03/2027,1235485,Good
POST Sterirized,A6-3-24,POST-041,POST Sterirized 039,920,Pallet,10/11/2026,1235486,Good
POST Sterirized,A6-3-25,POST-046,POST Sterirized 020,921,Pallet,25/03/2027,1235487,Good
POST Sterirized,A6-3-26,POST-035,POST Sterirized 025,922,Pallet,08/02/2027,1235488,Good
POST Sterirized,A6-3-27,POST-048,POST Sterirized 031,923,Pallet,07/12/2026,1235489,Good
POST Sterirized,A6-3-28,POST-050,POST Sterirized 038,924,Pallet,11/04/2027,1235490,Good
POST Sterirized,A6-4-1,POST-029,POST Sterirized 022,925,Pallet,08/12/2026,1235491,Good
POST Sterirized,A6-4-2,POST-008,POST Sterirized 021,926,Pallet,17/03/2027,1235492,Good
POST Sterirized,A6-4-3,POST-022,POST Sterirized 010,927,Pallet,15/11/2026,1235493,Good
POST Sterirized,A6-4-4,POST-047,POST Sterirized 040,928,Pallet,24/03/2027,1235494,Good
POST Sterirized,A6-4-5,POST-029,POST Sterirized 008,929,Pallet,16/03/2027,1235495,Good
POST Sterirized,A6-4-6,POST-010,POST Sterirized 029,930,Pallet,01/04/2027,1235496,Good
POST Sterirized,A6-4-7,POST-014,POST Sterirized 048,931,Pallet,12/04/2027,1235497,Good
POST Sterirized,A6-4-8,POST-035,POST Sterirized 020,932,Pallet,06/12/2026,1235498,Good
POST Sterirized,A6-4-9,POST-045,POST Sterirized 016,933,Pallet,15/03/2027,1235499,Good
POST Sterirized,A6-4-10,POST-022,POST Sterirized 044,934,Pallet,07/04/2027,1235500,Good
POST Sterirized,A6-4-11,POST-001,POST Sterirized 028,935,Pallet,01/02/2027,1235501,Good
POST Sterirized,A6-4-12,POST-011,POST Sterirized 016,936,Pallet,04/11/2026,1235502,Good
POST Sterirized,A6-4-13,POST-031,POST Sterirized 048,937,Pallet,27/11/2026,1235503,Good
POST Sterirized,A6-4-14,POST-029,POST Sterirized 042,938,Pallet,26/11/2026,1235504,Good
POST Sterirized,A6-4-15,POST-038,POST Sterirized 042,939,Pallet,25/01/2027,1235505,Good
POST Sterirized,A6-4-16,POST-039,POST Sterirized 034,940,Pallet,28/03/2027,1235506,Good
POST Sterirized,A6-4-17,POST-042,POST Sterirized 002,941,Pallet,08/04/2027,1235507,Good
POST Sterirized,A6-4-18,POST-002,POST Sterirized 028,942,Pallet,29/10/2026,1235508,Good
POST Sterirized,A6-4-19,POST-032,POST Sterirized 020,943,Pallet,16/01/2027,1235509,Good
POST Sterirized,A6-4-20,POST-003,POST Sterirized 026,944,Pallet,04/11/2026,1235510,Good
POST Sterirized,A6-4-21,POST-034,POST Sterirized 027,945,Pallet,25/03/2027,1235511,Good
POST Sterirized,A6-4-22,POST-030,POST Sterirized 039,946,Pallet,03/02/2027,1235512,Good
POST Sterirized,A6-4-23,POST-038,POST Sterirized 015,947,Pallet,30/03/2027,1235513,Good
POST Sterirized,A6-4-24,POST-035,POST Sterirized 050,948,Pallet,19/03/2027,1235514,Good
POST Sterirized,A6-4-25,POST-009,POST Sterirized 001,949,Pallet,10/04/2027,1235515,Good
POST Sterirized,A6-4-26,POST-034,POST Sterirized 025,950,Pallet,09/12/2026,1235516,Good
POST Sterirized,A6-4-27,POST-015,POST Sterirized 027,951,Pallet,01/02/2027,1235517,Good
POST Sterirized,A6-4-28,POST-033,POST Sterirized 028,952,Pallet,21/03/2027,1235518,Good
POST Sterirized,A6-5-1,POST-035,POST Sterirized 048,953,Pallet,17/02/2027,1235519,Good
POST Sterirized,A6-5-2,POST-016,POST Sterirized 027,954,Pallet,25/02/2027,1235520,Good
POST Sterirized,A6-5-3,POST-029,POST Sterirized 005,955,Pallet,25/04/2027,1235521,Good
POST Sterirized,A6-5-4,POST-040,POST Sterirized 050,956,Pallet,08/04/2027,1235522,Good
POST Sterirized,A6-5-5,POST-049,POST Sterirized 015,957,Pallet,07/04/2027,1235523,Good
POST Sterirized,A6-5-6,POST-044,POST Sterirized 032,958,Pallet,23/04/2027,1235524,Good
POST Sterirized,A6-5-7,POST-009,POST Sterirized 041,959,Pallet,08/02/2027,1235525,Good
POST Sterirized,A6-5-8,POST-043,POST Sterirized 036,960,Pallet,29/03/2027,1235526,Good
POST Sterirized,A6-5-9,POST-011,POST Sterirized 050,961,Pallet,28/03/2027,1235527,Good
POST Sterirized,A6-5-10,POST-010,POST Sterirized 022,962,Pallet,21/02/2027,1235528,Good
POST Sterirized,A6-5-11,POST-032,POST Sterirized 003,963,Pallet,20/04/2027,1235529,Good
POST Sterirized,A6-5-12,POST-017,POST Sterirized 048,964,Pallet,07/01/2027,1235530,Good
POST Sterirized,A6-5-13,POST-007,POST Sterirized 014,965,Pallet,20/03/2027,1235531,Good
POST Sterirized,A6-5-14,POST-021,POST Sterirized 044,966,Pallet,05/01/2027,1235532,Good
POST Sterirized,A6-5-15,POST-013,POST Sterirized 020,967,Pallet,22/04/2027,1235533,Good
POST Sterirized,A6-5-16,POST-004,POST Sterirized 046,968,Pallet,26/01/2027,1235534,Good
POST Sterirized,A6-5-17,POST-050,POST Sterirized 026,969,Pallet,17/11/2026,1235535,Good
POST Sterirized,A6-5-18,POST-028,POST Sterirized 010,970,Pallet,19/12/2026,1235536,Good
POST Sterirized,A6-5-19,POST-016,POST Sterirized 008,971,Pallet,12/01/2027,1235537,Good
POST Sterirized,A6-5-20,POST-018,POST Sterirized 047,972,Pallet,10/04/2027,1235538,Good
POST Sterirized,A6-5-21,POST-021,POST Sterirized 034,973,Pallet,22/03/2027,1235539,Good
POST Sterirized,A6-5-22,POST-040,POST Sterirized 002,974,Pallet,05/04/2027,1235540,Good
POST Sterirized,A6-5-23,POST-040,POST Sterirized 007,975,Pallet,13/12/2026,1235541,Good
POST Sterirized,A6-5-24,POST-034,POST Sterirized 045,976,Pallet,05/04/2027,1235542,Good
POST Sterirized,A6-5-25,POST-009,POST Sterirized 011,977,Pallet,17/03/2027,1235543,Good
POST Sterirized,A6-5-26,POST-004,POST Sterirized 008,978,Pallet,01/01/2027,1235544,Good
POST Sterirized,A6-5-27,POST-019,POST Sterirized 029,979,Pallet,19/01/2027,1235545,Good
POST Sterirized,A6-5-28,POST-007,POST Sterirized 047,980,Pallet,09/01/2027,1235546,Good
POST Sterirized,A6-6-1,POST-041,POST Sterirized 019,981,Pallet,27/12/2026,1235547,Good
POST Sterirized,A6-6-2,POST-006,POST Sterirized 043,982,Pallet,10/12/2026,1235548,Good
POST Sterirized,A6-6-3,POST-044,POST Sterirized 012,983,Pallet,21/03/2027,1235549,Good
POST Sterirized,A6-6-4,POST-017,POST Sterirized 047,984,Pallet,27/03/2027,1235550,Good
POST Sterirized,A6-6-5,POST-034,POST Sterirized 024,985,Pallet,18/03/2027,1235551,Good
POST Sterirized,A6-6-6,POST-043,POST Sterirized 035,986,Pallet,30/01/2027,1235552,Good
POST Sterirized,A6-6-7,POST-001,POST Sterirized 028,987,Pallet,18/11/2026,1235553,Good
POST Sterirized,A6-6-8,POST-040,POST Sterirized 001,988,Pallet,29/01/2027,1235554,Good
POST Sterirized,A6-6-9,POST-029,POST Sterirized 030,989,Pallet,15/02/2027,1235555,Good
POST Sterirized,A6-6-10,POST-035,POST Sterirized 039,990,Pallet,29/11/2026,1235556,Good
POST Sterirized,A6-6-11,POST-040,POST Sterirized 010,991,Pallet,23/03/2027,1235557,Good
POST Sterirized,A6-6-12,POST-014,POST Sterirized 020,992,Pallet,23/11/2026,1235558,Good
POST Sterirized,A6-6-13,POST-031,POST Sterirized 011,993,Pallet,14/11/2026,1235559,Good
POST Sterirized,A6-6-14,POST-039,POST Sterirized 012,994,Pallet,09/12/2026,1235560,Good
POST Sterirized,A6-6-15,POST-018,POST Sterirized 043,995,Pallet,24/01/2027,1235561,Good
POST Sterirized,A6-6-16,POST-016,POST Sterirized 016,996,Pallet,15/04/2027,1235562,Good
POST Sterirized,A6-6-17,POST-022,POST Sterirized 025,997,Pallet,31/10/2026,1235563,Good
POST Sterirized,A6-6-18,POST-026,POST Sterirized 020,998,Pallet,28/12/2026,1235564,Good
POST Sterirized,A6-6-19,POST-030,POST Sterirized 041,999,Pallet,14/03/2027,1235565,Good
POST Sterirized,A6-6-20,POST-020,POST Sterirized 027,1000,Pallet,20/03/2027,1235566,Good
POST Sterirized,A6-6-21,POST-049,POST Sterirized 023,1001,Pallet,19/11/2026,1235567,Good
POST Sterirized,A6-6-22,POST-037,POST Sterirized 042,1002,Pallet,01/01/2027,1235568,Good
POST Sterirized,A6-6-23,POST-014,POST Sterirized 002,1003,Pallet,29/11/2026,1235569,Good
POST Sterirized,A6-6-24,POST-011,POST Sterirized 035,1004,Pallet,05/12/2026,1235570,Good
POST Sterirized,A6-6-25,POST-039,POST Sterirized 002,1005,Pallet,27/02/2027,1235571,Good
POST Sterirized,A6-6-26,POST-034,POST Sterirized 011,1006,Pallet,15/01/2027,1235572,Good
POST Sterirized,A6-6-27,POST-040,POST Sterirized 013,1007,Pallet,01/03/2027,1235573,Good
POST Sterirized,A6-6-28,POST-005,POST Sterirized 010,1008,Pallet,24/01/2027,1235574,Good
POST Sterirized,A7-1-1,POST-036,POST Sterirized 004,1009,Pallet,05/12/2026,1235575,Good
POST Sterirized,A7-1-2,POST-033,POST Sterirized 017,1010,Pallet,10/04/2027,1235576,Good
POST Sterirized,A7-1-3,POST-013,POST Sterirized 020,1011,Pallet,20/11/2026,1235577,Good
POST Sterirized,A7-1-4,POST-039,POST Sterirized 034,1012,Pallet,18/11/2026,1235578,Good
POST Sterirized,A7-1-5,POST-047,POST Sterirized 046,1013,Pallet,25/02/2027,1235579,Good
POST Sterirized,A7-1-6,POST-021,POST Sterirized 024,1014,Pallet,19/03/2027,1235580,Good
POST Sterirized,A7-1-7,POST-038,POST Sterirized 046,1015,Pallet,02/01/2027,1235581,Good
POST Sterirized,A7-1-8,POST-047,POST Sterirized 016,1016,Pallet,09/03/2027,1235582,Good
POST Sterirized,A7-1-9,POST-048,POST Sterirized 009,1017,Pallet,28/02/2027,1235583,Good
POST Sterirized,A7-1-10,POST-002,POST Sterirized 023,1018,Pallet,24/01/2027,1235584,Good
POST Sterirized,A7-1-11,POST-008,POST Sterirized 017,1019,Pallet,20/01/2027,1235585,Good
POST Sterirized,A7-1-12,POST-026,POST Sterirized 041,1020,Pallet,29/10/2026,1235586,Good
POST Sterirized,A7-1-13,POST-003,POST Sterirized 032,1021,Pallet,15/04/2027,1235587,Good
POST Sterirized,A7-1-14,POST-010,POST Sterirized 041,1022,Pallet,21/02/2027,1235588,Good
POST Sterirized,A7-1-15,POST-021,POST Sterirized 027,1023,Pallet,02/12/2026,1235589,Good
POST Sterirized,A7-1-16,POST-035,POST Sterirized 022,1024,Pallet,30/01/2027,1235590,Good
POST Sterirized,A7-1-17,POST-048,POST Sterirized 004,1025,Pallet,11/04/2027,1235591,Good
POST Sterirized,A7-1-18,POST-029,POST Sterirized 021,1026,Pallet,29/01/2027,1235592,Good
POST Sterirized,A7-1-19,POST-031,POST Sterirized 010,1027,Pallet,06/02/2027,1235593,Good
POST Sterirized,A7-1-20,POST-043,POST Sterirized 032,1028,Pallet,02/02/2027,1235594,Good
POST Sterirized,A7-1-21,POST-044,POST Sterirized 043,1029,Pallet,06/01/2027,1235595,Good
POST Sterirized,A7-1-22,POST-022,POST Sterirized 013,1030,Pallet,08/04/2027,1235596,Good
POST Sterirized,A7-1-23,POST-039,POST Sterirized 045,1031,Pallet,25/11/2026,1235597,Good
POST Sterirized,A7-1-24,POST-033,POST Sterirized 031,1032,Pallet,14/12/2026,1235598,Good
POST Sterirized,A7-1-25,POST-011,POST Sterirized 036,1033,Pallet,05/04/2027,1235599,Good
POST Sterirized,A7-1-26,POST-007,POST Sterirized 004,1034,Pallet,30/11/2026,1235600,Good
POST Sterirized,A7-1-27,POST-012,POST Sterirized 046,1035,Pallet,05/11/2026,1235601,Good
POST Sterirized,A7-1-28,POST-025,POST Sterirized 040,1036,Pallet,24/01/2027,1235602,Good
POST Sterirized,A7-2-1,POST-032,POST Sterirized 036,1037,Pallet,16/02/2027,1235603,Good
POST Sterirized,A7-2-2,POST-027,POST Sterirized 045,1038,Pallet,25/03/2027,1235604,Good
POST Sterirized,A7-2-3,POST-007,POST Sterirized 017,1039,Pallet,30/12/2026,1235605,Good
POST Sterirized,A7-2-4,POST-018,POST Sterirized 039,1040,Pallet,04/01/2027,1235606,Good
POST Sterirized,A7-2-5,POST-014,POST Sterirized 008,1041,Pallet,10/03/2027,1235607,Good
POST Sterirized,A7-2-6,POST-047,POST Sterirized 002,1042,Pallet,25/03/2027,1235608,Good
POST Sterirized,A7-2-7,POST-012,POST Sterirized 002,1043,Pallet,16/04/2027,1235609,Good
POST Sterirized,A7-2-8,POST-045,POST Sterirized 018,1044,Pallet,19/11/2026,1235610,Good
POST Sterirized,A7-2-9,POST-036,POST Sterirized 025,1045,Pallet,10/11/2026,1235611,Good
POST Sterirized,A7-2-10,POST-029,POST Sterirized 030,1046,Pallet,16/03/2027,1235612,Good
POST Sterirized,A7-2-11,POST-029,POST Sterirized 044,1047,Pallet,04/12/2026,1235613,Good
POST Sterirized,A7-2-12,POST-046,POST Sterirized 004,1048,Pallet,19/02/2027,1235614,Good
POST Sterirized,A7-2-13,POST-033,POST Sterirized 002,1049,Pallet,15/11/2026,1235615,Good
POST Sterirized,A7-2-14,POST-006,POST Sterirized 001,1050,Pallet,15/11/2026,1235616,Good
POST Sterirized,A7-2-15,POST-013,POST Sterirized 023,1051,Pallet,19/02/2027,1235617,Good
POST Sterirized,A7-2-16,POST-042,POST Sterirized 022,1052,Pallet,28/03/2027,1235618,Good
POST Sterirized,A7-2-17,POST-002,POST Sterirized 031,1053,Pallet,05/11/2026,1235619,Good
POST Sterirized,A7-2-18,POST-037,POST Sterirized 022,1054,Pallet,18/01/2027,1235620,Good
POST Sterirized,A7-2-19,POST-010,POST Sterirized 038,1055,Pallet,07/01/2027,1235621,Good
POST Sterirized,A7-2-20,POST-050,POST Sterirized 023,1056,Pallet,06/02/2027,1235622,Good
POST Sterirized,A7-2-21,POST-044,POST Sterirized 046,1057,Pallet,31/10/2026,1235623,Good
POST Sterirized,A7-2-22,POST-032,POST Sterirized 001,1058,Pallet,27/12/2026,1235624,Good
POST Sterirized,A7-2-23,POST-047,POST Sterirized 020,1059,Pallet,20/04/2027,1235625,Good
POST Sterirized,A7-2-24,POST-004,POST Sterirized 009,1060,Pallet,20/03/2027,1235626,Good
POST Sterirized,A7-2-25,POST-003,POST Sterirized 048,1061,Pallet,18/11/2026,1235627,Good
POST Sterirized,A7-2-26,POST-022,POST Sterirized 016,1062,Pallet,29/11/2026,1235628,Good
POST Sterirized,A7-2-27,POST-048,POST Sterirized 019,1063,Pallet,30/11/2026,1235629,Good
POST Sterirized,A7-2-28,POST-022,POST Sterirized 040,1064,Pallet,06/01/2027,1235630,Good
POST Sterirized,A7-3-1,POST-017,POST Sterirized 037,1065,Pallet,14/11/2026,1235631,Good
POST Sterirized,A7-3-2,POST-045,POST Sterirized 009,1066,Pallet,12/11/2026,1235632,Good
POST Sterirized,A7-3-3,POST-022,POST Sterirized 050,1067,Pallet,31/01/2027,1235633,Good
POST Sterirized,A7-3-4,POST-027,POST Sterirized 003,1068,Pallet,19/03/2027,1235634,Good
POST Sterirized,A7-3-5,POST-036,POST Sterirized 007,1069,Pallet,08/02/2027,1235635,Good
POST Sterirized,A7-3-6,POST-034,POST Sterirized 022,1070,Pallet,10/01/2027,1235636,Good
POST Sterirized,A7-3-7,POST-004,POST Sterirized 035,1071,Pallet,31/10/2026,1235637,Good
POST Sterirized,A7-3-8,POST-035,POST Sterirized 016,1072,Pallet,19/02/2027,1235638,Good
POST Sterirized,A7-3-9,POST-044,POST Sterirized 018,1073,Pallet,30/01/2027,1235639,Good
POST Sterirized,A7-3-10,POST-009,POST Sterirized 040,1074,Pallet,28/12/2026,1235640,Good
POST Sterirized,A7-3-11,POST-050,POST Sterirized 002,1075,Pallet,21/03/2027,1235641,Good
POST Sterirized,A7-3-12,POST-031,POST Sterirized 049,1076,Pallet,30/01/2027,1235642,Good
POST Sterirized,A7-3-13,POST-011,POST Sterirized 038,1077,Pallet,23/12/2026,1235643,Good
POST Sterirized,A7-3-14,POST-032,POST Sterirized 011,1078,Pallet,12/03/2027,1235644,Good
POST Sterirized,A7-3-15,POST-036,POST Sterirized 046,1079,Pallet,23/04/2027,1235645,Good
POST Sterirized,A7-3-16,POST-007,POST Sterirized 048,1080,Pallet,19/11/2026,1235646,Good
POST Sterirized,A7-3-17,POST-050,POST Sterirized 042,1081,Pallet,01/02/2027,1235647,Good
POST Sterirized,A7-3-18,POST-012,POST Sterirized 043,1082,Pallet,24/01/2027,1235648,Good
POST Sterirized,A7-3-19,POST-002,POST Sterirized 038,1083,Pallet,25/12/2026,1235649,Good
POST Sterirized,A7-3-20,POST-033,POST Sterirized 031,1084,Pallet,20/11/2026,1235650,Good
POST Sterirized,A7-3-21,POST-022,POST Sterirized 017,1085,Pallet,14/03/2027,1235651,Good
POST Sterirized,A7-3-22,POST-044,POST Sterirized 030,1086,Pallet,22/11/2026,1235652,Good
POST Sterirized,A7-3-23,POST-050,POST Sterirized 010,1087,Pallet,28/10/2026,1235653,Good
POST Sterirized,A7-3-24,POST-014,POST Sterirized 043,1088,Pallet,18/02/2027,1235654,Good
POST Sterirized,A7-3-25,POST-043,POST Sterirized 021,1089,Pallet,12/11/2026,1235655,Good
POST Sterirized,A7-3-26,POST-005,POST Sterirized 042,1090,Pallet,03/01/2027,1235656,Good
POST Sterirized,A7-3-27,POST-043,POST Sterirized 027,1091,Pallet,28/03/2027,1235657,Good
POST Sterirized,A7-3-28,POST-027,POST Sterirized 038,1092,Pallet,28/11/2026,1235658,Good
POST Sterirized,A7-4-1,POST-032,POST Sterirized 049,1093,Pallet,25/12/2026,1235659,Good
POST Sterirized,A7-4-2,POST-009,POST Sterirized 021,1094,Pallet,20/03/2027,1235660,Good
POST Sterirized,A7-4-3,POST-041,POST Sterirized 024,1095,Pallet,29/10/2026,1235661,Good
POST Sterirized,A7-4-4,POST-001,POST Sterirized 022,1096,Pallet,15/04/2027,1235662,Good
POST Sterirized,A7-4-5,POST-010,POST Sterirized 020,1097,Pallet,24/11/2026,1235663,Good
POST Sterirized,A7-4-6,POST-013,POST Sterirized 011,1098,Pallet,26/01/2027,1235664,Good
POST Sterirized,A7-4-7,POST-030,POST Sterirized 007,1099,Pallet,03/04/2027,1235665,Good
POST Sterirized,A7-4-8,POST-020,POST Sterirized 040,1100,Pallet,03/02/2027,1235666,Good
POST Sterirized,A7-4-9,POST-029,POST Sterirized 035,1101,Pallet,24/11/2026,1235667,Good
POST Sterirized,A7-4-10,POST-010,POST Sterirized 050,1102,Pallet,22/11/2026,1235668,Good
POST Sterirized,A7-4-11,POST-040,POST Sterirized 019,1103,Pallet,29/03/2027,1235669,Good
POST Sterirized,A7-4-12,POST-033,POST Sterirized 026,1104,Pallet,09/12/2026,1235670,Good
POST Sterirized,A7-4-13,POST-023,POST Sterirized 010,1105,Pallet,06/03/2027,1235671,Good
POST Sterirized,A7-4-14,POST-035,POST Sterirized 046,1106,Pallet,24/04/2027,1235672,Good
POST Sterirized,A7-4-15,POST-019,POST Sterirized 027,1107,Pallet,06/12/2026,1235673,Good
POST Sterirized,A7-4-16,POST-038,POST Sterirized 019,1108,Pallet,07/02/2027,1235674,Good
POST Sterirized,A7-4-17,POST-047,POST Sterirized 041,1109,Pallet,18/11/2026,1235675,Good
POST Sterirized,A7-4-18,POST-046,POST Sterirized 031,1110,Pallet,20/03/2027,1235676,Good
POST Sterirized,A7-4-19,POST-044,POST Sterirized 025,1111,Pallet,02/04/2027,1235677,Good
POST Sterirized,A7-4-20,POST-029,POST Sterirized 019,1112,Pallet,26/03/2027,1235678,Good
POST Sterirized,A7-4-21,POST-042,POST Sterirized 003,1113,Pallet,04/04/2027,1235679,Good
POST Sterirized,A7-4-22,POST-042,POST Sterirized 011,1114,Pallet,18/03/2027,1235680,Good
POST Sterirized,A7-4-23,POST-012,POST Sterirized 040,1115,Pallet,02/01/2027,1235681,Good
POST Sterirized,A7-4-24,POST-040,POST Sterirized 004,1116,Pallet,03/12/2026,1235682,Good
POST Sterirized,A7-4-25,POST-046,POST Sterirized 034,1117,Pallet,24/02/2027,1235683,Good
POST Sterirized,A7-4-26,POST-015,POST Sterirized 041,1118,Pallet,14/04/2027,1235684,Good
POST Sterirized,A7-4-27,POST-036,POST Sterirized 018,1119,Pallet,28/03/2027,1235685,Good
POST Sterirized,A7-4-28,POST-029,POST Sterirized 049,1120,Pallet,25/11/2026,1235686,Good
POST Sterirized,A7-5-1,POST-015,POST Sterirized 045,1121,Pallet,21/02/2027,1235687,Good
POST Sterirized,A7-5-2,POST-005,POST Sterirized 033,1122,Pallet,27/12/2026,1235688,Good
POST Sterirized,A7-5-3,POST-042,POST Sterirized 003,1123,Pallet,10/11/2026,1235689,Good
POST Sterirized,A7-5-4,POST-019,POST Sterirized 037,1124,Pallet,21/04/2027,1235690,Good
POST Sterirized,A7-5-5,POST-008,POST Sterirized 008,1125,Pallet,25/04/2027,1235691,Good
POST Sterirized,A7-5-6,POST-026,POST Sterirized 022,1126,Pallet,28/11/2026,1235692,Good
POST Sterirized,A7-5-7,POST-015,POST Sterirized 030,1127,Pallet,27/01/2027,1235693,Good
POST Sterirized,A7-5-8,POST-039,POST Sterirized 010,1128,Pallet,09/12/2026,1235694,Good
POST Sterirized,A7-5-9,POST-021,POST Sterirized 001,1129,Pallet,23/03/2027,1235695,Good
POST Sterirized,A7-5-10,POST-028,POST Sterirized 016,1130,Pallet,11/04/2027,1235696,Good
POST Sterirized,A7-5-11,POST-037,POST Sterirized 028,1131,Pallet,24/02/2027,1235697,Good
POST Sterirized,A7-5-12,POST-019,POST Sterirized 018,1132,Pallet,27/12/2026,1235698,Good
POST Sterirized,A7-5-13,POST-028,POST Sterirized 022,1133,Pallet,07/02/2027,1235699,Good
POST Sterirized,A7-5-14,POST-034,POST Sterirized 023,1134,Pallet,29/11/2026,1235700,Good
POST Sterirized,A7-5-15,POST-030,POST Sterirized 010,1135,Pallet,13/03/2027,1235701,Good
POST Sterirized,A7-5-16,POST-022,POST Sterirized 047,1136,Pallet,02/11/2026,1235702,Good
POST Sterirized,A7-5-17,POST-032,POST Sterirized 035,1137,Pallet,17/03/2027,1235703,Good
POST Sterirized,A7-5-18,POST-009,POST Sterirized 044,1138,Pallet,28/10/2026,1235704,Good
POST Sterirized,A7-5-19,POST-038,POST Sterirized 014,1139,Pallet,14/04/2027,1235705,Good
POST Sterirized,A7-5-20,POST-048,POST Sterirized 014,1140,Pallet,08/04/2027,1235706,Good
POST Sterirized,A7-5-21,POST-005,POST Sterirized 045,1141,Pallet,23/12/2026,1235707,Good
POST Sterirized,A7-5-22,POST-027,POST Sterirized 002,1142,Pallet,09/03/2027,1235708,Good
POST Sterirized,A7-5-23,POST-021,POST Sterirized 018,1143,Pallet,23/01/2027,1235709,Good
POST Sterirized,A7-5-24,POST-014,POST Sterirized 018,1144,Pallet,14/01/2027,1235710,Good
POST Sterirized,A7-5-25,POST-046,POST Sterirized 003,1145,Pallet,10/11/2026,1235711,Good
POST Sterirized,A7-5-26,POST-045,POST Sterirized 049,1146,Pallet,18/11/2026,1235712,Good
POST Sterirized,A7-5-27,POST-032,POST Sterirized 045,1147,Pallet,25/12/2026,1235713,Good
POST Sterirized,A7-5-28,POST-037,POST Sterirized 037,1148,Pallet,31/12/2026,1235714,Good
POST Sterirized,A7-6-1,POST-038,POST Sterirized 005,1149,Pallet,22/04/2027,1235715,Good
POST Sterirized,A7-6-2,POST-007,POST Sterirized 014,1150,Pallet,27/11/2026,1235716,Good
POST Sterirized,A7-6-3,POST-024,POST Sterirized 041,1151,Pallet,08/02/2027,1235717,Good
POST Sterirized,A7-6-4,POST-011,POST Sterirized 012,1152,Pallet,11/02/2027,1235718,Good
POST Sterirized,A7-6-5,POST-033,POST Sterirized 030,1153,Pallet,02/01/2027,1235719,Good
POST Sterirized,A7-6-6,POST-049,POST Sterirized 002,1154,Pallet,23/04/2027,1235720,Good
POST Sterirized,A7-6-7,POST-046,POST Sterirized 018,1155,Pallet,16/03/2027,1235721,Good
POST Sterirized,A7-6-8,POST-011,POST Sterirized 002,1156,Pallet,06/11/2026,1235722,Good
POST Sterirized,A7-6-9,POST-016,POST Sterirized 016,1157,Pallet,24/11/2026,1235723,Good
POST Sterirized,A7-6-10,POST-007,POST Sterirized 022,1158,Pallet,16/12/2026,1235724,Good
POST Sterirized,A7-6-11,POST-008,POST Sterirized 013,1159,Pallet,01/01/2027,1235725,Good
